dataset,model_a,model_b,dimension,user_id,effective_preference,system_average_ndcg_winner,align_system_average_ndcg,user_ndcg_a,user_ndcg_b,user_ndcg_winner,align_user_ndcg,user_recall_a,user_recall_b,user_recall_winner,align_user_recall
amazon_books,gbaf,fixed,balanced,2723,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,diversity,10671,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,diversity,1937,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,diversity,4457,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,diversity,11015,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,diversity,296,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,diversity,1754,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,diversity,4611,gbaf,gbaf,1,0.3010299956639812,0.0,gbaf,1.0,1.0,0.0,gbaf,1.0
amazon_books,gbaf,fixed,diversity,12090,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,diversity,9664,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,diversity,2553,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,diversity,2723,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,3606,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,11974,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,5237,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,8215,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,5989,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,4611,gbaf,gbaf,1,0.3010299956639812,0.0,gbaf,1.0,1.0,0.0,gbaf,1.0
amazon_books,gbaf,fixed,novelty,12090,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,9664,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,5158,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,900,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,1322,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,1866,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,552,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,6638,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,1804,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,8679,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,4263,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,5335,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,2553,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,5564,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,novelty,12068,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,relevance,10671,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,relevance,4473,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,relevance,1937,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,relevance,5989,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,relevance,4611,fixed,gbaf,0,0.3010299956639812,0.0,gbaf,0.0,1.0,0.0,gbaf,0.0
amazon_books,gbaf,fixed,relevance,5158,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,relevance,900,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,relevance,906,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,relevance,8679,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,relevance,2794,gbaf,gbaf,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gbaf,fixed,relevance,12068,fixed,gbaf,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,balanced,4473,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,balanced,1937,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,balanced,11974,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,balanced,4457,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,balanced,1754,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,balanced,4611,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,balanced,5044,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,balanced,1322,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,balanced,1866,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,balanced,10368,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,balanced,10324,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,balanced,1015,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,balanced,5564,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,diversity,11134,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,diversity,7688,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,diversity,1937,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,diversity,11974,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,diversity,5237,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,diversity,5044,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,diversity,5158,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,diversity,1322,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,diversity,3864,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,diversity,1804,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,diversity,5564,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,diversity,2723,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,11134,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,4473,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,7688,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,1937,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,11974,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,8215,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,1754,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,12090,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,5044,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,11577,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,1866,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,10368,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,3864,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,552,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,5268,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,10324,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,1804,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,8679,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,1015,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,2794,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,2553,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,5564,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,novelty,12068,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,relevance,9277,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,relevance,11974,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,relevance,11015,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,relevance,296,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,relevance,1754,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,relevance,5989,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,relevance,4611,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,relevance,12090,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,relevance,10368,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,relevance,5268,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,relevance,10324,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,relevance,6638,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,relevance,1804,concat_mlp,gradnorm_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,relevance,2553,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,gradnorm_only,concat_mlp,relevance,5564,gradnorm_only,gradnorm_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,balanced,4457,fixed,lightgcn_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,balanced,1754,lightgcn_only,lightgcn_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,balanced,4611,fixed,lightgcn_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,balanced,9664,fixed,lightgcn_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,balanced,5158,fixed,lightgcn_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,balanced,1322,lightgcn_only,lightgcn_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,balanced,6259,lightgcn_only,lightgcn_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,balanced,10368,fixed,lightgcn_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,balanced,8680,fixed,lightgcn_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,balanced,8679,lightgcn_only,lightgcn_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,balanced,8449,fixed,lightgcn_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,balanced,2723,lightgcn_only,lightgcn_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,diversity,10671,fixed,lightgcn_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,diversity,4473,fixed,lightgcn_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,diversity,4457,lightgcn_only,lightgcn_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,diversity,296,fixed,lightgcn_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,diversity,8215,lightgcn_only,lightgcn_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,diversity,12090,lightgcn_only,lightgcn_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,diversity,5044,lightgcn_only,lightgcn_only,1,0.0,0.0,TIE,,0.0,0.0,TIE,
amazon_books,lightgcn_only,fixed,diversity,9664,fixed,lightgcn_only,0,0.0,0.0,TIE,,0.0,0.0,TIE,
